,cluster_label,host_since_low,host_acceptance_rate_low,host_response_rate_low,review_scores_value_low,review_scores_cleanliness_low,review_scores_accuracy_low,review_scores_communication_low,review_scores_rating_low,review_scores_location_low,review_scores_checkin_low,num_nearby_attractions_low,maximum_nights_low,beds_low,accommodates_low,num_crimes_low,host_response_time_low,availability_30_low,price_low,minimum_nights_low,num_bookings_low,host_is_superhost_low,host_has_profile_pic_low,host_identity_verified_low,instant_bookable_low,room_type_low,host_since_high,host_acceptance_rate_high,host_response_rate_high,review_scores_value_high,review_scores_cleanliness_high,review_scores_accuracy_high,review_scores_communication_high,review_scores_rating_high,review_scores_location_high,review_scores_checkin_high,num_nearby_attractions_high,maximum_nights_high,beds_high,accommodates_high,num_crimes_high,host_response_time_high,availability_30_high,price_high,minimum_nights_high,num_bookings_high,host_is_superhost_high,host_has_profile_pic_high,host_identity_verified_high,instant_bookable_high,room_type_high
20,20,59.28846153846154,0.7639423076923078,0.7848557692307693,4.739951923076923,4.7161057692307695,4.7608173076923075,4.851249999999999,4.749423076923078,4.790336538461538,4.845913461538462,0.9086538461538461,427.6730769230769,2.235576923076923,3.8365384615384617,0.0,2.1875,12.317307692307692,138.00480769230768,6.230769230769231,6.793269230769231,0.0,1.0,1.0,0.0,2.0,75.09183673469387,0.8980102040816326,0.8737244897959183,4.793877551020408,4.789744897959183,4.852755102040816,4.9032653061224485,4.820510204081632,4.818928571428572,4.911785714285714,1.0714285714285714,409.7551020408163,2.6020408163265305,4.576530612244898,0.0,2.1581632653061225,11.326530612244898,149.45408163265307,2.627551020408163,86.28571428571429,1.0,1.0,1.0,0.0,1.0
21,21,65.87790697674419,0.7870930232558139,0.7391279069767441,4.62610465116279,4.626802325581395,4.666220930232559,4.724941860465116,4.628023255813954,4.730697674418605,4.759011627906976,1.5813953488372092,496.7848837209302,2.0872093023255816,3.61046511627907,0.0,4.313953488372093,15.133720930232558,134.0581395348837,13.94767441860465,5.116279069767442,0.0,1.0,1.0,0.0,2.0,84.91463414634147,0.8735975609756097,0.8845121951219512,4.788109756097561,4.81,4.848475609756098,4.899817073170731,4.823170731707316,4.836829268292683,4.910365853658536,1.3597560975609757,453.2256097560976,2.2621951219512195,3.9634146341463414,0.0,2.018292682926829,11.554878048780488,139.78658536585365,5.426829268292683,87.65243902439025,1.0,1.0,1.0,0.0,1.0
22,22,81.49528301886792,0.614811320754717,0.6416509433962264,4.71561320754717,4.698207547169811,4.790754716981132,4.817877358490566,4.757216981132076,4.852830188679245,4.827830188679245,1.429245283018868,514.8915094339623,2.2877358490566038,3.702830188679245,912.6462264150944,4.254716981132075,10.570754716981131,199.62735849056602,11.297169811320755,6.089622641509434,0.0,1.0,1.0,0.0,1.0,88.01895734597156,0.88,0.9048815165876778,4.836635071090047,4.866161137440758,4.901090047393366,4.936492890995261,4.8792890995260665,4.899526066350711,4.928246445497631,1.5687203791469195,540.1943127962086,1.8056872037914693,3.2985781990521326,340.9668246445498,2.985781990521327,9.601895734597157,160.90995260663507,5.540284360189573,108.12796208530806,1.0,1.0,1.0,0.0,1.0
23,23,74.825,0.7177916666666666,0.7254166666666667,4.64975,4.646208333333334,4.6862916666666665,4.787833333333333,4.716291666666666,4.688041666666667,4.816374999999999,2.0125,488.27916666666664,2.254166666666667,3.841666666666667,3034.5291666666667,4.991666666666666,13.075,164.87916666666666,16.3125,4.2375,0.0,1.0,1.0,0.0,1.0,87.7991452991453,0.821025641025641,0.8433760683760685,4.7673504273504275,4.779871794871794,4.843247863247863,4.893418803418803,4.803803418803419,4.771794871794872,4.898589743589744,2.6367521367521367,524.4017094017094,2.0683760683760686,3.6538461538461537,4119.286324786325,3.2564102564102564,11.175213675213675,133.97435897435898,12.05982905982906,85.99145299145299,0.0,1.0,1.0,0.0,1.0
24,24,85.1780487804878,0.7642439024390245,0.7929024390243903,4.738243902439025,4.776682926829268,4.839243902439025,4.896341463414634,4.823926829268292,4.878390243902439,4.8947317073170735,3.7829268292682925,511.33658536585364,2.1390243902439026,4.060975609756097,22.536585365853657,3.5097560975609756,11.202439024390245,213.61951219512196,13.714634146341464,8.592682926829267,0.0,1.0,1.0,0.0,1.0,95.21463414634147,0.8781463414634146,0.8998780487804878,4.796292682926829,4.826243902439025,4.871170731707317,4.918926829268293,4.844439024390243,4.876658536585365,4.921878048780488,2.7146341463414636,551.5658536585366,2.126829268292683,3.795121951219512,34.19512195121951,3.2634146341463413,10.865853658536585,169.0951219512195,3.6219512195121952,124.20731707317073,1.0,1.0,1.0,0.0,1.0
25,25,79.7454268292683,0.6725609756097561,0.7116615853658537,4.553689024390244,4.564253048780487,4.66422256097561,4.757286585365854,4.611112804878049,4.51469512195122,4.802378048780489,1.8780487804878048,498.0564024390244,1.9969512195121952,3.3125,12228.605182926829,4.592987804878049,12.326219512195122,127.11128048780488,29.378048780487806,3.864329268292683,0.0,1.0,1.0,0.0,1.0,91.72727272727273,0.7799059561128525,0.7858777429467084,4.744012539184953,4.775595611285266,4.8378840125391855,4.898824451410658,4.805501567398119,4.683761755485893,4.8937147335423195,1.8620689655172413,474.24294670846393,2.272727272727273,4.098746081504702,10724.573667711598,3.9059561128526648,12.74921630094044,154.99059561128527,17.045454545454547,85.8667711598746,1.0,1.0,1.0,0.0,1.0
26,26,93.509977827051,0.6891130820399114,0.6948558758314856,4.7584922394678495,4.806319290465631,4.853259423503326,4.920731707317073,4.852062084257206,4.8944345898004435,4.908425720620842,3.926829268292683,531.5631929046564,2.319290465631929,4.119733924611974,52.753880266075384,5.250554323725056,11.937915742793791,297.67849223946786,15.855875831485587,5.8470066518847,0.0,1.0,1.0,0.0,1.0,94.11520737327189,0.8603456221198157,0.8837096774193548,4.761175115207373,4.8337788018433185,4.85815668202765,4.897926267281106,4.837972350230415,4.875645161290323,4.911336405529954,3.6267281105990783,526.6405529953917,2.2465437788018434,3.9009216589861753,71.2073732718894,4.043778801843318,12.46774193548387,232.99078341013825,10.534562211981568,93.52304147465438,1.0,1.0,1.0,0.0,1.0
27,27,68.5,0.7528048780487805,0.7980487804878048,4.685081300813008,4.691138211382114,4.750528455284552,4.8202845528455285,4.7247967479674795,4.737560975609757,4.801951219512195,1.2804878048780488,478.8455284552846,2.3902439024390243,4.105691056910569,0.0,4.126016260162602,13.666666666666666,171.8780487804878,10.231707317073171,8.138211382113822,0.0,1.0,1.0,0.0,1.0,75.50409836065573,0.8785655737704918,0.8886475409836067,4.80327868852459,4.811516393442623,4.860450819672132,4.903524590163935,4.827295081967213,4.810245901639345,4.915450819672131,1.1188524590163935,513.172131147541,2.2459016393442623,3.9795081967213113,0.0,3.0368852459016393,9.930327868852459,145.94262295081967,5.110655737704918,95.65573770491804,1.0,1.0,1.0,0.0,1.0
28,28,67.41840277777777,0.7944791666666666,0.771579861111111,4.610694444444444,4.687881944444445,4.730520833333333,4.817743055555557,4.694270833333333,4.573576388888889,4.807968750000001,1.3402777777777777,471.88194444444446,2.2447916666666665,3.9270833333333335,2206.043402777778,4.458333333333333,15.210069444444445,148.83680555555554,11.647569444444445,7.869791666666667,0.0,1.0,1.0,0.0,1.0,81.65270506108203,0.8697731239092495,0.8294240837696335,4.754397905759162,4.794869109947644,4.842513089005236,4.888202443280977,4.80085514834206,4.694851657940664,4.888184991273997,1.3664921465968587,524.1204188481676,2.357766143106457,4.261780104712042,1519.8830715532285,2.6230366492146597,12.155322862129145,144.57068062827224,8.050610820244328,118.31937172774869,1.0,1.0,1.0,0.0,1.0
29,29,83.34223706176962,0.69322203672788,0.7471619365609349,4.639749582637729,4.707913188647746,4.732103505843071,4.8065776293823035,4.71941569282137,4.756560934891486,4.813572621035059,3.4156928213689484,588.3622704507512,2.2203672787979967,4.111853088480801,6461.667779632721,4.243739565943239,13.669449081803005,218.0,25.515859766277128,4.791318864774625,0.0,1.0,1.0,0.0,1.0,90.6295652173913,0.8077391304347826,0.8306782608695653,4.784260869565217,4.817860869565218,4.869321739130434,4.918956521739131,4.841530434782609,4.842173913043478,4.908226086956522,3.820869565217391,553.944347826087,2.2869565217391306,4.266086956521739,5268.090434782609,3.408695652173913,11.18608695652174,200.35304347826087,13.582608695652175,90.51826086956521,1.0,1.0,1.0,0.0,1.0
30,30,69.57575757575758,0.7852272727272728,0.8522727272727273,4.714924242424243,4.794469696969697,4.799166666666666,4.853257575757576,4.801742424242423,4.757575757575758,4.859999999999999,0.8712121212121212,496.4469696969697,2.9393939393939394,4.909090909090909,9193.64393939394,4.166666666666667,14.151515151515152,199.24242424242425,20.075757575757574,4.962121212121212,0.0,1.0,1.0,0.0,1.0,86.95348837209302,0.8683720930232558,0.8896124031007752,4.785581395348837,4.800232558139535,4.858372093023256,4.91031007751938,4.826511627906976,4.798372093023256,4.909689922480619,0.8217054263565892,560.9457364341085,2.8372093023255816,5.24031007751938,8954.356589147286,2.8449612403100777,14.542635658914728,180.3798449612403,13.279069767441861,77.4108527131783,1.0,1.0,1.0,0.0,1.0
31,31,77.03323262839879,0.7465256797583081,0.7613595166163142,4.726827794561934,4.777371601208459,4.819456193353474,4.876465256797584,4.805045317220544,4.813897280966768,4.86012084592145,0.7099697885196374,566.4622356495469,2.607250755287009,4.7009063444108765,9000.495468277946,4.0,13.764350453172206,227.00906344410876,24.64652567975831,3.770392749244713,0.0,1.0,1.0,0.0,1.0,87.834375,0.8238749999999999,0.835375,4.78465625,4.8225,4.85703125,4.90465625,4.8350625,4.82984375,4.9204375,0.496875,576.421875,3.06875,5.1,9329.8,5.428125,14.259375,207.503125,16.865625,65.590625,1.0,1.0,1.0,0.0,1.0
32,32,97.80479452054794,0.7652739726027398,0.7991780821917808,4.740034246575342,4.798938356164383,4.8333219178082185,4.906952054794521,4.84958904109589,4.896780821917808,4.873424657534247,0.8904109589041096,455.3424657534247,2.767123287671233,5.058219178082192,314.96232876712327,4.7020547945205475,13.64041095890411,588.7705479452055,7.02054794520548,12.479452054794521,0.0,1.0,1.0,0.0,1.0,104.91408934707904,0.8971477663230241,0.9125085910652919,4.775670103092783,4.854089347079038,4.8862542955326465,4.9257044673539525,4.884604810996564,4.916975945017182,4.926254295532646,0.9415807560137457,496.553264604811,2.4054982817869415,4.219931271477663,207.60137457044672,2.776632302405498,12.903780068728523,377.65635738831617,3.195876288659794,172.64604810996565,1.0,1.0,1.0,0.0,1.0
33,33,55.674418604651166,0.8262790697674419,0.793953488372093,4.328837209302326,4.571860465116279,4.579534883720931,4.581627906976744,4.55046511627907,4.626279069767442,4.568837209302325,0.09302325581395349,500.13953488372096,3.4186046511627906,5.976744186046512,0.0,5.953488372093023,21.558139534883722,301.30232558139534,4.465116279069767,4.069767441860465,0.0,1.0,1.0,0.0,1.0,68.63414634146342,0.8763414634146341,0.9326829268292681,4.769268292682927,4.745121951219512,4.827560975609757,4.89390243902439,4.806585365853659,4.829268292682927,4.892682926829269,0.07317073170731707,461.2682926829268,2.5121951219512195,4.0,0.0,5.170731707317073,14.0,195.7560975609756,2.317073170731707,61.609756097560975,0.0,1.0,1.0,0.0,1.0
